# source_url: https://query.wikidata.org/sparql
# license: CC0
# country_qid: Q916
# note: WDQS label corpus; given/family fields blank when property joins time out
qid,label,given_name,family_name,country,country_class
Q10513682,Lolo,,,ao,ao
Q10387078,Uanhenga Xitu,,,ao,ao
Q10390357,Víctor Kajibanga,,,ao,ao
Q10396323,Érica Chissapa,,,ao,ao
Q10544045,Hugo Soares,,,ao,ao
Q10399600,Jacinto Pereira,,,ao,ao
Q6352503,Kalias Pedro,,,ao,ao
Q6444389,Kundy Paihama,,,ao,ao
Q6485316,Landú Mavanga,,,ao,ao
Q6530564,Lesliana Pereira,,,ao,ao
Q6671916,Adriano Botelho de Vasconcelos,,,ao,ao
Q6696242,Lucas Ngonda,,,ao,ao
Q6752385,Manuel Antonio,,,ao,ao
Q6752529,Manuel David Afonso,,,ao,ao
Q6752587,Manuel Franklin da Costa,,,ao,ao
Q6752601,Manuel Gaspar Costa,,,ao,ao
Q6752791,Manuel Pedro Pacavira,,,ao,ao
Q6752858,Manuel Sala,,,ao,ao
Q941427,Mário Pinto de Andrade,,,ao,ao
Q798402,Nassecela Mauricio,,,ao,ao
Q926318,Johnson Monteiro Pinto Macaba,,,ao,ao
Q953253,António Lebo Lebo,,,ao,ao
Q508382,Kali,,,ao,ao
Q516259,Ricardo Teixeira,,,ao,ao
Q521218,André Macanga,,,ao,ao
Q424407,Akwá,,,ao,ao
Q434534,Ana Paula dos Santos,,,ao,ao
Q435611,Teresa Nzola Meso Ba,,,ao,ao
Q3186510,José Pedro Alberto,,,ao,ao
Q3186515,José Pedro de Morais,,,ao,ao
Q3187284,João Bernardo de Miranda,,,ao,ao
Q304416,William Carvalho,,,ao,ao
Q309890,Manucho,,,ao,ao
Q4865527,Bartolomeu Jacinto Quissanga,,,ao,ao
Q4893892,Bernardo Cariata,,,ao,ao
Q4898165,Beto Vidigal,,,ao,ao
Q4931550,Boaventura Cardoso,,,ao,ao
Q4936763,Bodunha,,,ao,ao
Q6271982,Jonas,,,ao,ao
Q6277976,Jorge Ferreira,,,ao,ao
Q6292670,José Leal,,,ao,ao
Q6222208,Osvaldo de Jesus Serra Van-Dúnem,,,ao,ao
Q6278611,Jorge Sangumba,,,ao,ao
Q6279399,José João Manuel,,,ao,ao
Q6280350,Josefina Pitra Diakité,,,ao,ao
Q580497,Ana Gonçalves,,,ao,ao
Q573151,Ondjaki,,,ao,ao
Q578384,Damião António Franklin,,,ao,ao
Q578820,Miguel Lutonda,,,ao,ao
Q13563291,Cristina Matiquite,,,ao,ao
Q14323060,Luzia Simão,,,ao,ao
Q14324646,Islando Manuel,,,ao,ao
Q14326793,José Nascimento,,,ao,ao
Q14327729,Ivo Alfredo,,,ao,ao
Q14328029,Miguel Kiala,,,ao,ao
Q14329123,Valdelício Joaquim,,,ao,ao
Q463073,Antonia Moreira,,,ao,ao
Q508138,Angela Cardoso,,,ao,ao
Q463867,Diamondog,,,ao,ao
Q464815,Mantorras,,,ao,ao
Q658279,Paulo Figueiredo,,,ao,ao
Q631312,Arcadi Gaydamak,,,ao,ao
Q650493,Inacio Manuel Candido,,,ao,ao
Q654440,Madalena Felix,,,ao,ao
Q4940755,Bombo Calandula,,,ao,ao
Q4947866,Maria Celestina Fernandes,,,ao,ao
Q4971495,Brito Sozinho,,,ao,ao
Q4979310,Bruno Mauro,,,ao,ao
Q5041946,Carlos Contreiras,,,ao,ao
Q5044792,Carolina Cerqueira,,,ao,ao
Q5097583,Chilala Moco,,,ao,ao
Q5101047,Chinguila,,,ao,ao
Q111994638,António Bento Kangulo,,,ao,ao
Q111994587,Cristóvão Domingos Francisco da Cunha,,,ao,ao
Q111994576,Ernesto Fernando Kiteculo,,,ao,ao
Q111994573,Francisco Sozinho Chihuissa,,,ao,ao
Q111994633,Cordeiro Ernesto Nzakundomba,,,ao,ao
Q111994559,Manuel Francisco Gomes Maiato,,,ao,ao
Q111994574,Miji Muachissengue,,,ao,ao
Q111994591,Norberto Fernandes dos Santos,,,ao,ao
Q111994543,Simão Mateus Paulo,,,ao,ao
Q111994790,Lotti Nolika,,,ao,ao
Q111994858,Nuno Bernabé Mahapi Dala,,,ao,ao
Q112032218,José Filipe,,,ao,ao
Q112032225,Lizeth Nawanga Satumbo Pena,,,ao,ao
Q112032211,Nelson Manuel Cosme,,,ao,ao
Q112038476,Florêncio Mariano de Almeida,,,ao,ao
Q112038592,Feliciano António Dos Santos,,,ao,ao
Q112038620,Condesse de Carvalho,,,ao,ao
Q112038596,Manuel Quarta Punza,,,ao,ao
Q2820962,Abdel Aziz Moussa,,,ao,ao
Q2821497,Abel Epalanga Chivukuvuku,,,ao,ao
Q2844964,Ana Clara Guerra Marques,,,ao,ao
Q2857736,António dos Santos França,,,ao,ao
Q6844661,Miguel Maria N'Zau Puna,,,ao,ao
Q6844700,Miguel Neto,,,ao,ao
Q6909055,Morais Abreu,,,ao,ao
Q7022496,Ngola Kabangu,,,ao,ao
Q7089322,OmPuff,,,ao,ao
Q7108285,Osório Carvalho,,,ao,ao
Q7150765,Paul G,,,ao,ao
Q12393009,Martín Payero,,,ao,ao
Q11082410,Pedro Mutindi,,,ao,ao
Q11728718,João Paulo de Silva,,,ao,ao
Q11756564,Lidia Nicole Alberto,,,ao,ao
Q11813839,Paulo Morais,,,ao,ao
Q11885005,Nádia Cruz,,,ao,ao
Q12036621,Michael Dymek,,,ao,ao
Q12471723,Amâncio Fortes,,,ao,ao
Q659314,Marco Abreu,,,ao,ao
Q672367,Guilherme Afonso,,,ao,ao
Q682627,Marco Airosa,,,ao,ao
Q702870,Nando Rafael,,,ao,ao
Q10308256,Jorge Varela,,,ao,ao
Q10303796,Isabel Ferreira,,,ao,ao
Q10309412,José Filomeno dos Santos,,,ao,ao
Q10311846,João Maria Vilanova,,,ao,ao
Q10313807,Kardo Bestilo,,,ao,ao
Q10317959,Liceu Vieira Dias,,,ao,ao
Q10321516,Luís Kifas,,,ao,ao
Q10321659,Luís Sá,,,ao,ao
Q111974754,Luis Reis Paulo Cuanga,,,ao,ao
Q111974755,Manso João Miranda Pascoal,,,ao,ao
Q111974758,Manuel Francisco Tuta,,,ao,ao
Q111974756,Manuel Augusto Fragata Morais,,,ao,ao
Q111974757,Manuel Figueira Calunga,,,ao,ao
Q111974762,Maria Catarina Beúa,,,ao,ao
Q111974760,Marcelina Huna Alexandre,,,ao,ao
Q111974763,Maria Do Rosário Amadeu,,,ao,ao
Q111974761,Maria Buiti Makuala,,,ao,ao
Q111974764,Maria Isabel Camué,,,ao,ao
Q111974765,Maria José de Sousa Gouveia Alfredo,,,ao,ao
Q111974767,Marta Beatriz Do Carmo Issungo,,,ao,ao
Q111974768,Mfuca António Fuacaca Muzemba,,,ao,ao
Q536192,Luisa Tomas,,,ao,ao
Q10323941,Manuel Antonio Rabelais,,,ao,ao
Q10325444,Marcos Gil,,,ao,ao
Q10328338,Mel Gambôa,,,ao,ao
Q10329024,Mestre Kamosso,,,ao,ao
Q10335872,Nayma Mingas,,,ao,ao
Q10336646,NGA,,,ao,ao
Q10346891,Paulo de Carvalho,,,ao,ao
Q47466789,Ary,,,ao,ao
Q48868895,Fua,,,ao,ao
Q47407742,Ninda Baptista,,,ao,ao
Q47494985,Sylvain Francisco,,,ao,ao
Q47530558,Sara Fernandes Elizalde,,,ao,ao
Q47787165,Mawunu Monizi,,,ao,ao
Q47787709,José Lau Mandombe,,,ao,ao
Q50347823,Sandra Antonio,,,ao,ao
Q50414509,Maria Alexandre Dáskalos,,,ao,ao
Q704669,Love,,,ao,ao
Q710252,Jamba,,,ao,ao
Q721279,Sebastião Gilberto,,,ao,ao
Q742146,Carlos Morais,,,ao,ao
Q736858,Pepetela,,,ao,ao
Q768233,José Carlos Guimarães,,,ao,ao
Q784734,Herlander Coimbra,,,ao,ao
Q3017773,David Dias,,,ao,ao
Q3017777,Davíd,,,ao,ao
Q3023304,Dani Massunguna,,,ao,ao
Q3032213,Divaldo Mbunga,,,ao,ao
Q3034832,Domingos Bonifacio,,,ao,ao
Q963800,Luis Costa,,,ao,ao
Q973742,Manuel Vicente,,,ao,ao
Q954183,Locó,,,ao,ao
Q956123,Manuel Sousa,,,ao,ao
Q962717,Paulo Teixeira Jorge,,,ao,ao
Q3064585,Roberto Fortes,,,ao,ao
Q3047396,Eden Sequeira,,,ao,ao
Q3047683,Edmar Victoriano,,,ao,ao
Q3051971,Emanuel José Paulo João,,,ao,ao
Q3051976,Emanuel Neto,,,ao,ao
Q3069456,Fernando Faustino Muteka,,,ao,ao
Q3095340,Garcia Domingos,,,ao,ao
Q3099284,Joaquim Alberto Silva,,,ao,ao
Q135371066,Malick Cisse,,,ao,ao
Q135367294,Cristiano Quicassa Gomes,,,ao,ao
Q135367313,Jonatao Ndjungu,,,ao,ao
Q135367822,Benedito Albertino Dala Sambongue,,,ao,ao
Q135367565,Marinela de Sousa Pinheiro Muxiri,,,ao,ao
Q135367823,Edvaldo Makangila Andre Simao,,,ao,ao
Q135367836,Gil Silva,,,ao,ao
Q135367983,Helder Alberto Jinga Fernandes,,,ao,ao
Q135368172,Artur Branco Sacarrolha,,,ao,ao
Q135368171,Delcio Emanuel Ribeiro Da Silva Sebastiao,,,ao,ao
Q135368174,Dideltino Miguel Eduardo Americo,,,ao,ao
Q135367984,Shelson Edvanio Bickmann do Carmo Sanjoaneira,,,ao,ao
Q135368173,Pascoal Konde,,,ao,ao
Q135368176,Rifen Amilcar Fernandes Miguel,,,ao,ao
Q135368175,Wilson Cassuende Ambrosio,,,ao,ao
Q135368291,Canata Miguel,,,ao,ao
Q135368290,Denise Pascoal,,,ao,ao
Q135368973,Antonieta da Silva Vidal,,,ao,ao
Q135369017,Breone Deoclesia Gonçalves Caculo,,,ao,ao
Q135368988,Geovana Chilombo Gueve Dongua,,,ao,ao
Q135368989,Irene Cavemba Cafumo,,,ao,ao
Q135369016,Jaema da Gloria Correia Antonio,,,ao,ao
Q135368990,Luisa Sasha de Albuquerque João,,,ao,ao
Q135369101,Levy Mayunga Kavila Miguel,,,ao,ao
Q135369008,Regina Pequeno,,,ao,ao
