# source_url: https://irn.justica.gov.pt/Portals/33/Regras%20Nome%20Proprio/Lista%20Nomes%20Pr%C3%B3prios.pdf?ver=WNDmmwiSO3uacofjmNoxEQ%3D%3D
# license: official IRN publication; no explicit open-data license found
# pdf_pages: 88
# parsed_pages_with_names: 88
# parse_coverage_pct: 100.0%
name,gender
NGOU,F
NHALIM,F
NHIBLO,F
NHIMA,F
NI,F
NIA,F
NIAH,F
NIANSH,M
NIARA,F
NICCA,F
NICCOLO,M
NICE,F
NICHITA,M
NICHOLAS,M
NICIA,F
NICK,M
NICKELSON,M
NICKY,F
NICO,M
NICODEMO,M
NICODEMOS,M
NICOL,F
NICOLA,M
NICOLAE,M
NICOLAS,M
NICOLAU,M
NICOLAY,M
NICOLE,F
NICOLETA,F
NICOLLAS,M
NICOLLE,F
NICOLLY,F
NICOLY,F
NIDHAAN,M
NIDHI,F
NIDHISH,M
NIDIA,F
NIDIANA,F
NIDIANE,F
NIDIO,M
NIEVES,F
NIHAL,F
NIK,M
NIKITA,F
NIKITAS,M
NIKLAS,M
NIKOL,F
NIKOLAI,M
NIKOLAJ,M
NIKOLAS,M
NIKOLAY,M
NIKOLE,F
NIKOLLY,F
NIKOLOZ,M
NIL,M
NILAN,M
NILDE,F
NILDO,M
NILMARA,F
NILO,M
NILOY,M
NILROIB,M
NILSIANE,F
NILSON,M
NILTON,M
NILZA,F
NIMI,F
NIMILUKEYNE,F
NIMISA,F
NINA,F
NINARA,F
NINO,M
NIRAJ,M
NIRALI,F
NIRIAN,F
NIRIANI,F
NIRINA,F
NIRMAY,M
NIRVANA,F
NISA,F
NISHAN,M
NISHTHA,F
NISIA,F
NISIO,M
NITAI,M
NITYA,F
NIV,M
NIVAAN,M
NIVALDO,M
NIYATI,F
NIZAR,M
NJINGA,F
NJUNDA,F
NKULA,F
NOA,F
NOAH,F
NOE,M
NOECRIS,F
NOEL,M
NOELIA,F
NOELIE,F
NOELINE,F
NOELIS,F
NOEME,F
NOEMI,F
NOEMIA,F
NOEMIE,F
NOHA,F
NOLA,F
NOLAN,M
NOMUSA,F
NOOR,F
NOORMOHAMMED,M
NOR,F
NORAH,F
NORBERTO,M
NORMA,F
NOUR,F
NOURANE,F
NOURELZHARAA,F
NOURHANE,F
NTIMASHI,M
NUBIA,F
NUBIANA,F
NUELIA,F
NUELSON,M
NUMA,M
NUNA,F
NUNO,M
NUR,F
NURI,M
NURIA,F
NURIEL,M
NURYA,F
NUSAIBA,F
NYAH,F
NYARA,F
NYHARA,F
NYSA,F
NYURKA,F
NZAMBI,F
OANA,F
OBIAJULU,M
OCEANA,F
OCEANE,F
OCEANO,M
OCIANA,F
OCTAVIA,F
OCTAVIAN,M
OCTAVIO,M
ODERLAINE,F
ODETTE,F
ODIN,M
ODISSEI,M
OESLEY,M
OFELIA,F
OFELIO,M
OHANA,F
OHANNA,F
OI,F
OIER,M
OKSANA,F
OLAVIO,M
OLAVO,M
OLEKSANDR,M
OLEKSANDRA,F
OLEKSII,M
OLGA,F
OLIMPIA,F
OLIMPIO,M
OLINDA,F
OLIVER,M
OLIVIA,F
OLIVIANA,F
OLIVIER,M
OLIWIA,F
OLIWIER,M
OLSEN,M
OLUALI,M
OM,M
OMAR,M
OMARA,F
OMARI,M
OMARSON,M
OMAYRA,F
OMBOMA,M
OMER,M
OMYA,F
ONALYZ,F
ONASSIS,M
ONNI,M
ONOFRE,M
OR,F
ORANGE,F
OREST,M
ORESTIS,M
ORIANA,F
ORIANE,F
ORIANNA,F
ORIANY,F
ORIEL,M
ORIN,M
ORION,M
ORLANDA,F
ORLANDO,M
ORLANIA,F
ORQUIDEA,F
ORREL,F
ORYANA,F
OSCAR,M
OSEIAS,M
OSINACHI,F
OSIRIS,F
OSKAR,M
OSMAN,M
OSMAR,M
OSNI,M
OSTARA,F
OSVALDO,M
OTAVIO,M
OTCHALI,F
OTELINDA,F
OTIANO,M
OTILIA,F
OTILU,M
OTNIEL,M
OTTO,M
OTYLIA,F
OUALID,M
OUMAIMA,F
OUMAR,M
OUMOU,F
OUSSAMA,M
OWEN,M
OZIEL,M
OZODBEK,M
PABLO,M
PACO,M
PAGBE,M
PAK,M
PALINA,F
PALLAVI,F
PALMIRA,F
PALOMA,F
PAMELA,F
PAMELLA,F
PANAV,M
PANDORA,F
PANEET,M
PANTALEAO,M
PANTH,M
PAOLA,F
PAOLLA,F
PAOLO,M
PAPA,M
PAPE,M
PAPIS,M
PAPOILA,F
PARBHJOT,F
PARBHLEEN,F
PARIDHI,F
PARINEETI,F
PARINI,F
PARIS,F
PARISA,F
PARITI,F
PARLEEN,F
PARMEET,M
PARNEET,F
PARTH,M
PASCOAL,M
PATRICIA,F
PATRICIO,M
PATRICK,M
PATRIK,M
PATRISIA,F
PATRIZIO,M
PAUL,M
PAULA,F
PAULIANA,F
PAULINA,F
PAULO,M
PAVEL,M
PAVLO,M
PAWAN,M
PAZ,F
PECULIAR,F
PEDRINA,F
PEDRO,M
PEI,F
PENDASECKA,F
PENELOPE,F
PEPE,M
PERI,M
PERLA,F
PEROLA,F
PEROLAH,F
PERSILIA,F
PETELSON,M
PETER,M
PETERSON,M
PETR,M
PETRA,F
PETRINA,F
PETRO,M
PETTRA,F
PEYTON,F
PHILIPE,M
PHILIPP,M
PHILIPPE,M
PHILLIP,M
PHILOMENE,F
PIA,F
PIEDADE,F
PIERO,M
PIERRE,M
PIETRA,F
PIETRO,M
PILAR,F
PINISHA,F
PIPPA,F
PIXIE,F
PIYA,F
PIYUSH,M
PLATINI,M
PLATON,M
PLINIO,M
POK,M
POLIANA,F
POLICARPO,M
POLINA,F
PRABHBIR,M
PRABHJOT,M
PRABLEEN,F
PRACHI,F
PRAKRIT,M
PRANAV,M
PRANAVI,F
PRANAY,M
PRANIK,M
PRANIL,M
PRANISH,M
PRANSHI,F
PRAPTI,F
PRASHANNA,M
PRASTAV,M
PRATIG,M
PRATIK,M
PRATIUS,M
PRECIOUS,F
PREET,M
PREM,M
PREMAL,M
PRESIG,M
PREZIA,F
PRIAN,M
PRINCE,M
PRINCESS,F
PRINCETON,M
PRINCI,F
PRINCY,F
PRINSH,M
PRISCIANNE,F
PRISCIENNE,F
PRISCILA,F
PRISCILLA,F
PRISH,M
PRISHA,F
PRISHU,F
PRITAM,M
PRIYAL,F
PRIYANA,F
PRIYANI,F
PRIYANK,M
PRIYANKA,F
PRIYANSHI,F
PRIYASHA,F
PRUDENCIA,F
PRUDENCIO,M
PUI,F
PURANJAY,M
PURAV,M
PUREZA,F
PURVI,F
PURVIKA,F
PYETRA,F
PYETRO,M
QASIM,M
QIAN,F
QIANA,F
QIANYU,F
QIAOYI,M
QRISTINA,F
QUEDNA,F
QUELIA,F
QUENTIN,M
QUEREN,F
QUESANA,M
QUESIA,F
QUESSIA,F
QUEVIN,M
QUEZIA,F
QUIANA,F
QUIARA,F
QUIM,M
QUIN,M
QUINTAZINHA,F
QUINTINO,M
QUIRINA,F
RAAGIDATU,F
RAANIYA,F
RABAB,F
RABIA,F
RACHAEL,F
RACHAELL,F
RACHEL,F
RACHID,M
RACHIDO,M
RADASSA,F
RADIJA,F
RADIJAH,F
RADOMIR,M
RADU,M
RAF,M
RAFA,F
RAFAEL,M
RAFAELA,F
RAFAELLA,F
RAFAELLO,M
RAFAELO,M
RAFAY,M
RAFFAELLO,M
RAFHAEL,M
RAFIQUE,M
RAFYA,F
RAHEEL,M
RAHEL,F
RAHELA,F
RAHID,M
RAHIM,M
RAHIMA,F
RAHMA,F
RAHYSSA,F
RAI,M
RAIANA,F
RAIANE,F
RAIANY,F
RAIBA,F
RAIHANNY,F
RAIMA,F
RAIMUNDO,M
RAINA,F
RAINER,M
RAISA,F
RAISSA,F
RAIYAN,M
RAJ,M
RAJBIR,M
RAJVANSH,M
RAJVIR,M
RAKIB,M
RALPH,M
RALYATOU,F
RAMATOULAYE,F
RAMATOULLAYE,F
RAMATULAI,F
RAMIRES,M
RAMIRO,M
RAMON,M
RAMSES,M
RAMZY,M
RANDEEP,M
RANESSA,F
RANIA,F
RANIELLY,F
RANIYAH,F
RANVEER,M
RANYA,F
RAPHAEL,M
RAPHAELA,F
RAPHAELLA,F
RAQUEL,F
RARES,M
RASSAN,M
RAUANNY,F
RAUL,F
RAVEN,F
RAVI,M
RAVIDSON,M
RAVNEET,F
RAYAN,M
RAYANA,F
RAYANE,F
RAYANNA,F
RAYANNE,F
RAYCHA,F
RAYHAN,M
RAYHANATOU,F
RAYIRTH,M
RAYLA,F
RAYLAN,M
RAYLLA,F
RAYLSON,M
RAYMOND,M
RAYNA,F
RAYSA,F
RAYSSA,F
RAYYAN,M
RAZEENA,F
RAZVAN,M
REAGANNE,F
REANA,F
REANDRA,F
REBECA,F
REBECCA,F
REBEKA,F
REECE,F
REEVA,F
REEVE,M
REEZMA,F
REGAN,M
REGIANY,F
REGINA,F
REGINALDO,M
REHAN,M
REINALDO,M
REINAMOR,M
REMI,M
REMUS,M
RENAN,M
RENATA,F
RENATO,M
RENE,M
RENZO,M
REUBEN,M
REUEL,M
REURY,M
REY,F
REYAN,M
REYES,M
REYNA,F
REYNELLE,F
RHADASSAH,F
RHAISSA,F
RHAYSSA,F
RHIANNA,F
RHUAN,M
RHUANA,F
RHYAN,M
RHYANNE,F
RIAAN,M
RIAN,M
RIANA,F
RIANNE,F
RIBY,M
RICARDA,F
RICARDINA,F
RICARDO,M
RICCARDO,M
RICHAD,M
RICHARD,M
RICIELLE,F
RICK,M
RICKSON,M
RICKY,M
RICKYANA,F
RIDA,F
RIDHAM,M
RIHAM,F
RIHANA,F
RIHANNA,F
RIJULA,F
RIKELME,M
RIKESH,M
RILEY,M
RIMAN,F
RIMAS,F
RINGO,M
RINOYSHKA,F
RIO,F
RION,M
RIQUELME,M
RIQUELMO,M
RISHABH,M
RITA,F
RITAJ,F
RITALINO,M
RITHA,F
RITIKA,F
RITVIK,M
RIVA,F
RIVALDO,M
RIVAN,M
RIVER,M
RIVKA,F
RIYAA,F
RIYAAD,M
RIYAD,M
RIYAN,M
ROAN,M
ROANA,F
ROANN,F
ROBERT,M
ROBERTA,F
ROBERTO,M
ROBIN,M
ROCCO,M
ROCIO,F
RODAN,M
RODNEY,M
RODOLFO,M
RODRIGO,M
ROGER,M
ROGERIO,M
ROHAN,M
ROI,M
ROJER,M
ROLLAND,M
ROMAIN,M
ROMAISA,F
ROMALDO,M
ROMAN,M
ROMANA,F
ROMAO,M
ROMARIO,M
ROMEO,M
ROMERICK,M
ROMERIO,M
ROMESH,M
ROMEU,M
ROMINA,F
ROMULO,M
ROMY,F
RONAK,M
RONALDO,M
RONALLD,M
RONAN,M
RONELKA,M
RONIKA,F
RONILSON,M
RONIT,M
RONY,M
ROONEY,M
ROQUE,M
ROSA,F
ROSALIA,F
ROSALIE,F
ROSALINA,F
ROSALINDA,F
ROSALINE,F
ROSAMAR,F
ROSANA,F
ROSANGELA,F
ROSARIA,F
ROSARIN,F
ROSARINHO,F
ROSARIO,F
ROSE,F
ROSEANE,F
ROSEANNA,F
ROSH,M
ROSHNI,F
ROSIANY,F
ROSIE,F
ROSIL,M
ROSINDA,F
ROSITA,F
ROSLENE,F
ROSSANA,F
ROSSANDRA,F
ROSSANO,M
ROUGUIATOU,F
ROUGUIYATA,F
ROUMAYSA,F
ROUX,M
ROVY,M
ROWAN,M
ROXANA,F
ROZIANE,F
RUAMA,F
RUAN,M
RUBEM,M
RUBEN,M
RUBI,F
RUBIA,F
RUBIM,M
RUBINA,F
RUBIO,M
RUBIS,M
RUBY,F
RUBYANA,F
RUDI,M
RUDIGER,M
RUDRA,M
RUDSON,M
RUDY,M
RUELMA,F
RUGAIA,F
RUHI,F
RUHIN,F
RUHIYAH,F
RUI,M
RUIDNEY,M
RUIZA,F
RUKAIYA,F
RUMANAH,F
RUMI,M
RUNA,F
RUNI,M
RUNIKA,F
RUSANA,F
RUSHDA,F
RUSLAN,M
RUSSEL,M
RUSSELL,M
RUT,F
RUTE,F
RUTH,F
RUTHNNEY,M
RUWWI,F
RUY,M
RYAAN,M
RYAN,M
RYANO,M
RYARA,F
RYHANNA,F
RYLAN,M
RYNALDO,M
SAAD,M
SAALSY,F
SABAAHAT,F
SABIK,M
SABINA,F
SABINO,M
SABRINA,F
SABRINE,F
SACHA,F
SADAGI,F
SADE,F
SADIYA,F
SADJA,M
SADMAN,M
SADOU,M
SAFAA,F
SAFAE,F
SAFIATU,F
SAFINA,F
SAFIRA,F
SAFIYA,F
SAFIYAH,F
SAFIYE,F
SAFWAAN,M
SAFWAN,M
SAFWANA,M
SAGA,F
SAGE,M
SAHARA,F
SAHIB,M
SAHIBJEET,M
SAHIBJIT,M
SAHIBPREET,M
SAHIRA,F
SAHORY,F
SAIDO,M
SAIDOU,M
SAIDY,M
SAIFAN,M
SAIMON,M
SAISH,M
SAISHA,F
SAJID,M
SALEMATA,F
SALES,M
SALETE,F
SALI,F
SALIHA,F
SALIMA,F
SALIMATA,F
SALIMATU,F
SALIMO,M
SALIN,F
SALLY,F
SALMA,F
SALOMAO,M
SALOME,F
SALVADOR,M
SALVATORE,M
SALVIANO,M
SALVIO,M
SALY,F
SAM,F
SAMAEL,M
SAMAIRA,F
SAMANTA,F
SAMANTHA,F
SAMANU,F
SAMAR,M
SAMARA,F
SAMARAH,F
SAMARITANA,F
SAMARITANO,M
SAMAVIA,F
SAMBA,M
SAMBRIDHA,M
SAMEED,M
SAMEEP,M
SAMEER,M
SAMI,M
SAMIA,F
SAMIK,M
SAMILY,F
SAMIR,M
SAMIRA,F
SAMIYA,F
SAMOA,M
SAMORI,M
SAMREEN,F
SAMREET,F
SAMRINA,F
SAMSON,M
SAMUEL,M
SAMYRA,F
SANA,F
SANAY,M
SANAYA,F
SANCHA,F
SANCHO,M
SANDALO,M
SANDEHA,M
SANDRA,F
SANDRINA,F
SANDRO,M
SANDY,F
SANEIA,F
SANGATEE,F
SANIA,F
SANIYA,F
SANJIDA,F
SANNAN,M
SANPREET,F
SANSAO,M
SANSKRITI,F
SANTHIAGO,M
SANTIAGO,M
SANTIGO,M
SANTO,M
SANTYAGO,M
SANVI,F
SANYA,F
SAOUDATOU,F
SAPHIRA,F
SARA,F
SARAH,F
SARAI,F
SARAN,F
SARANGVIR,M
SARANSH,M
SARAY,F
SARAYMA,F
SARAYU,F
SARBIN,M
SARI,M
SARIKA,F
SARINA,F
SAROLTA,F
SARON,M
SASHA,F
SATAM,F
SATYAM,M
SAUL,M
SAULO,M
SAURAV,M
SAVANA,F
SAVANNAH,F
SAVIO,M
SAVREEN,F
SAYDEN,M
SAYEED,M
SAYMON,M
SCARLET,F
SCARLETT,F
SCHAYENNE,F
SCHMAIAH,F
SCOTT,M
SEAMMY,F
SEAN,M
SEARA,F
SEBASTHIAN,M
SEBASTIAN,M
SEBASTIANA,M
SEBASTIANO,M
SEBASTIAO,M
SEBASTIEN,M
SECO,M
SECUNDINO,M
SEERAT,F
SEERATJOT,F
SEFORA,F
SEHAJLEEN,F
SEHAJPREET,F
SEIMA,F
SELENA,F
SELENE,F
SELENIA,F
SELINA,F
SELMA,F
SELTON,M
SEMEN,M
SENA,F
SENDY,F
SENELJU,M
SENG,M
SENI,F
SENIA,F
SENNY,M
SEOMARA,F
SEONG,F
SEPHORA,F
SERAFIM,M
SERENA,F
SERGIO,M
SERGIU,M
SERHIY,M
SERIGNE,M
SESILI,F
SESINANDO,M
SETH,M
SEVERO,M
SEYDINA,M
SEYNABOU,F
SHABBIR,M
SHABIH,F
SHAFA,F
SHAFAYAT,M
SHAHAN,M
SHAIRA,F
SHAIZA,F
SHAKILA,F
SHAKILLA,F
SHAKIRA,F
SHAMILO,M
SHAMS,M
SHAMYOG,M
SHAN,M
SHANA,F
SHANAYA,F
SHANE,M
SHANIA,F
SHANNA,F
SHANNAN,F
SHANNAYA,F
SHANTEL,F
SHANTELLE,F
SHANTI,F
SHANZAY,F
SHAQUIRA,F
SHARAM,F
SHAREEN,F
SHARON,F
SHASKIA,F
SHAWN,M
SHAWNIK,M
SHAYANNE,F
SHAYENNE,F
SHAYLA,F
SHAYNA,F
SHEHAR,F
SHEILA,F
SHEINIZY,F
SHEKINA,F
SHERLEY,F
SHESH,M
SHEYLA,F
SHIMRIK,F
SHINE,F
SHIRLEY,F
SHIVAKRISH,M
SHIVAM,M
SHIVANI,F
SHLOK,M
SHODMONJON,M
SHOHRAT,M
SHRADDHA,F
SHREEJA,F
SHREY,M
SHREYA,F
SHREYAN,M
SHRIDHI,F
SHRIYA,F
SHRIYAN,M
SHRUTIK,M
SHUBERN,M
SHUIANG,M
SHUN,F
SHURAYM,M
SHYAM,M
SHYLA,F
SHYOM,M
SI,F
SIAN,F
SIANA,F
SIANDRO,M
SIARA,F
SIBILA,F
SIDAK,M
SIDAKPREET,F
SIDDARTHA,M
SIDDH,M
SIDDHARTHA,M
SIDDHI,F
SIDHAK,F
SIDNEI,M
SIDNEY,M
SIDONIO,M
SIENA,F
SIENNA,F
SIERRA,F
SILAN,M
SILAS,M
SILIVONDELA,F
SILKE,F
SILVANA,F
SILVERIA,F
SILVESTRE,M
SILVIA,F
SILVIE,F
SILVIO,M
SIMAO,M
SIMARA,F
SIMAURA,F
SIMON,M
SIMONA,F
SIMONE,F
SIMRA,F
SIMRAN,F
SIMY,F
SIN,M
SINAI,M
SINDY,F
SINTYA,F
SIOMARA,F
SIRA,F
SIRADIO,M
SIRADJ,M
SIRAJE,M
SIRELSEN,F
SISA,F
SISLEY,M
SITHIL,M
SIXTO,M
SKY,M
SKYEAH,F
SKYLAR,F
SKYLER,M
SKYLLEN,M
SLANE,M
SLAVEYA,F
SLAYEN,M
SLAYGAN,M
SMAHIR,F
SMARAN,M
SMILY,F
SMIT,M
SNEIJDER,M
SNEZHANA,F
SNIGDHITA,F
SOAINY,F
SOFIA,F
SOFIE,F
SOFIIA,F
SOFIYA,F
SOFYA,F
SOHANY,F
SOHIA,F
SOKI,M
SOL,F
SOLANA,F
SOLANGE,F
SOLANO,M
SOLAYRA,F
SOLENA,F
SOLENE,F
SOLIMAR,M
SOLINE,F
SOLOMIA,F
SOLOMIIA,F
SOLOMIYA,F
SON,M
SONGXIAN,M
SONIA,F
SONILDA,F
SONYA,F
SOPHIA,F
SOPHIE,F
SORAIA,F
SORAYA,F
SORY,F
SOSHTHE,F
SOTERO,M
SOUFIANE,M
SOULEYMANE,M
SOYANE,F
SPENCER,M
STACEY,F
STACY,F
STALLONE,M
STANISLAV,M
STANISLAVA,F
STANISLAWA,F
STANLEY,M
STEFAN,M
STEFANE,F
STEFANI,F
STEFANIA,F
STEFANIIA,F
STEFANNY,F
STEFANO,M
STEFANY,F
STEFFANY,F
STELA,F
STELLA,F
STELVIO,M
STEPAN,M
STEPFAN,M
STEPHAN,M
STEPHANE,F
STEPHANIA,F
STEPHANIE,F
STEPHANNY,F
STEPHANUS,M
STEPHANY,F
STEVAN,M
STEVANY,M
STEVE,M
STEVEN,M
STEVIANDRO,M
STEYN,M
STHEFAN,M
STHEFANY,F
SUA,F
SUBHAAN,M
SUDEV,M
SUELI,F
SUELLEN,F
SUELY,F
SUHANA,F
SUHANI,F
SUKHDEEP,M
SUKHMEET,F
SULAIMAN,M
SULAIMANE,M
SULAMITA,F
SULEIMANE,M
SULEMANE,M
SULTAN,M
SUMAIA,F
SUMEIYAH,F
SUMMAYIAH,F
SUMMER,M
SUN,M
SUNCAR,F
SUNTO,F
SURA,F
SURBANI,F
SUREYA,F
SURI,F
SURIA,F
SURIANEY,F
SURIEL,F
SURMUKH,M
SURY,F
SURYA,F
SURYANE,F
SURYANNE,F
SURYN,F
SUSANA,F
SUSANNA,F
SUSE,F
SUSETE,F
SUVANA,F
SUVIGYA,F
SUZANA,F
SUZANNE,F
SUZI,F
SUZY,F
SVEN,M
SVENYA,F
SVETLIN,M
SWAMI,M
SWANA,F
SWAYAM,M
SWAZILENE,F
SWORNIM,M
SYANA,F
SYED,M
SYERR,M
SYLAS,M
SYLVAIN,M
SYLVIE,F
SYON,M
SYRINE,F
SYRUS,M
TAAJ,M
TABATA,F
TABATHA,F
TABITA,F
TACIANA,F
TADEU,M
TADEY,M
TAHIMAN,M
TAHIR,M
TAHIRA,F
TAHMARAH,F
TAIA,F
TAIANA,F
TAINARA,F
TAIS,F
TAISA,F
TAISIEA,F
TAISIYA,F
TAISON,M
TAISSA,F
TAJAS,M
TAKAYOSHI,M
TAKSHEEL,M
TALES,M
TALHA,M
TALIA,F
TALIB,M
TALINA,F
TALITA,F
TALLYS,M
TALYANA,F
TAMAR,F
TAMARA,F
TAMAS,M
TAMAYA,F
TAMINA,F
TAMIRYS,F
TAMMO,M
TAMORA,F
TAMSIR,M
TANIA,F
TANISH,M
TANISHA,F
TANNISHA,F
TANOK,F
TANUSHKA,F
TANUSHREE,F
TANVEEN,F
TANVEER,F
TAPAN,M
TAPASVI,F
TARA,F
TARANPREET,F
TARAS,M
TARCISO,M
TAREAK,M
TARIK,M
TARSILA,F
TARSIS,M
TASIA,F
TATHEER,F
TATIANA,F
TATIANO,M
TAUANY,F
TAWILA,F
TAYANE,F
TAYANNE,F
TAYDON,M
TAYLA,F
TAYLINE,F
TAYLOR,M
TAYNA,F
TAYNARA,F
TAYRA,F
TAYRONE,M
TAYSHA,F
TAYSON,M
TAYSSA,F
TAYSSON,M
TAYYAB,M
TCHALY,M
TCHERNO,M
TCHERSTNEY,M
TCHEUCIA,F
TCHISSOLA,F
TEJ,M
TEJASVI,F
TEJASVIR,M
TELMA,F
TELMO,M
TEMITAYO,M
TEMOFIY,M
TEMPERANCE,F
TENG,M
TENGING,M
TEO,M
TEODOR,M
TEODORA,F
TEODORO,M
TEOFILO,M
TEOTONIO,M
TEQUEBAN,F
TERCIO,M
TERESA,F
TERESINHA,F
TEREZA,F
TEREZINHA,F
TERRY,M
TESLA,F
TESS,F
TESSA,F
TEYANA,F
TEYSIR,F
THAI,F
THAIANY,F
THAILA,F
THAILINE,F
THAILIZE,F
THAINARA,F
THAIS,F
THAISSA,F
THALIA,F
THALIS,M
THALITA,F
THALLES,M
THALYTA,F
THAMARA,F
THAMIRYS,F
THAMYRES,F
THAYLA,F
THAYNARA,F
THAYRA,F
THAYS,F
THAYSSA,F
THELMO,M
THEO,M
THEODORE,M
THEODORO,M
THERESE,F
THIAGO,M
THIARA,F
THIARLEY,M
THIERNO,M
THIERRY,M
THOMAS,M
THOMAZ,M
THOR,M
THYANA,F
THYANNE,F
THYARA,F
TIAANNA,F
TIAGO,M
TIANA,F
TIANYU,M
TIARA,F
TIBERIO,M
TICIANA,F
TICIANE,F
TICIANO,M
TICIARA,F
TIDA,F
TIEGO,M
TIERRI,M
TIERRY,M
TIFFANY,F
TIGUIDANKE,F
TILAN,M
TILIA,F
TILSON,M
TIMEEA,F
TIMEO,M
TIMOFEI,M
TIMOTEI,M
TIMOTEO,M
TIMOTHEE,M
TIMUR,M
TIN,F
TINA,F
TINKAL,F
TINKY,F
TINO,M
TIPHANY,F
TISHA,F
TITA,F
TITO,M
TIWATOPE,F
TOBI,M
TOBIAS,M
TODOR,M
TOM,M
TOMAS,M
TOMASA,F
TOMASIA,F
TOMASZ,M
TOMAZ,M
TOMAZIA,F
TOME,M
TOMMASO,M
TOMMY,M
TOMOMI,F
TONGZE,M
TONI,M
TONY,M
TRACY,F
TRANAY,M
TRAVIS,M
TREFA,F
TRESSIA,F
TREVOR,M
TRINITY,F
TRISHA,F
TRISTAN,M
TRISTAO,M
TRISTON,M
TRUNAL,M
TSE,M
TSHAYENE,F
TSHELIKA,F
TSHININA,F
TSVETELIN,M
TSZ,F
TUANA,F
TUANY,F
TUDOR,M
TULIA,F
TULIO,M
TULIPA,F
TUSHAAR,M
TVAYA,F
TVISHA,F
TWIN,F
TXISSOLA,F
TYANNE,M
TYCIANE,F
TYLER,M
TYMOFIY,M
TYMON,M
TYRELL,M
TYRESE,M
TYRON,M
UGURCAN,M
UHENIA,F
UIE,M
UJU,M
ULE,F
ULISSES,M
ULMIRA,F
ULULANI,F
UMAIZA,F
UMANG,M
UMARO,F
UMARU,M
UNAI,M
URIAS,M
URIEL,M
URIIL,M
URIYANNE,F
URSULA,F
URVI,F
URVIKA,F
URWA,F
USAID,M
USMAN,M
USMANE,M
USTYM,M
USTYNA,F
UT,M
UXIO,M
UXUE,F
UZIEL,M
VACILISSA,F
VADELEISY,F
VADHVANSH,M
VADILSON,M
VADINILDA,F
VAID,M
VAISE,F
VAISHNAVI,F
VALANKO,M
VALDEMAR,M
VALDEMIR,M
VALDEMIRO,M
VALDIMARA,F
VALDIMIRA,F
VALDIR,M
VALDO,M
VALENTIM,M
VALENTIN,M
VALENTINA,F
VALENTINE,F
VALENTINO,M
VALENTYN,M
VALENTYNA,F
VALERIA,F
VALERIE,F
VALERIO,M
VALERIYA,F
VALESCA,F
VALESKA,F
VALHENTINA,F
VALIMUHAMMAD,M
VALLENTINA,F
VALLENTYNA,F
VALMARIE,F
VALNICE,F
VALQUIRIA,F
VALTER,M
VANAIKA,F
VANDA,F
VANDO,M
VANELLOPE,F
VANELSSIA,F
VANESSA,F
VANIA,F
VANICA,F
VANILDA,F
VANILSON,M
VANINE,F
VANIO,M
VANISA,F
VANSH,M
VANSHDEEP,M
VANSHIKA,F
VANUSA,F
VANUZA,F
VARATCHAYA,F
VARSHA,F
VARUN,M
VARVARA,F
VASCO,M
VASIL,M
VASILE,M
VASYL,M
VAYDEN,M
VEACESLAV,M
VED,M
VEDANT,M
VEDIKA,F
VEER,M
VEID,M
VELASQUE,M
VELISHA,F
VENANCIO,M
VENIAMIN,M
VENICIA,F
VENSAMI,M
VENTSISLAV,M
VENTURA,M
VERA,F
VERENA,F
VERIDIANO,M
VERONICA,F
VERONIKA,F
VERONIQUE,F
VIAAN,M
VICENCIA,F
VICENTE,M
VICKI,F
VICKY,F
VICTOR,M
VICTORIA,F
VICTORIANO,M
VIDA,F
VIDAL,M
VIDHI,F
VIEN,M
VIERA,F
VIGNA,F
VIHAAN,M
VIKRAM,M
VIKTOR,M
VIKTORIA,F
VIKTORIIA,F
VIKTORIYA,F
VILEN,M
VILI,M
VILMA,F
VILMAR,M
VINCENT,M
VINCENTE,M
VINCENZO,M
VINICIUS,M
VINILDO,M
VINISHA,F
VIOLA,F
VIOLET,F
VIOLETA,F
VIPESH,M
VIRALI,F
VIREN,M
VIRGILE,M
VIRGILIO,M
VIRGINIA,F
VIRGINIO,M
VIRIATO,M
VIRNA,F
VIRSAVIYA,F
VISHWAS,M
VITALIA,F
VITALIE,M
VITALINO,M
VITALIY,M
VITAS,M
VITOR,M
VITORIA,F
VITORINA,F
VITORINO,M
VITORIO,M
VITTORIA,F
VITTORIO,M
VIVAN,M
VIVIAN,F
VIVIANA,F
VIVIANE,F
VIVIANNE,F
VIVIEN,F
VIVIENNE,F
VIYA,F
VLAD,M
VLADA,F
VLADESLAV,M
VLADIMIR,M
VLADISLAV,M
VLADISLAVA,F
VLADUT,M
VLADYMYR,M
VLADYSLAV,M
VLADYSLAVA,F
VRISCHIKA,F
VRIYA,F
VRUTI,F
VRUTIKA,F
VUK,M
VYCTORYA,F
WADE,M
WAGNER,M
WAHIDA,F
WAI,M
WAIDER,M
WAILANI,F
WALDEMAR,M
WALDEN,M
WALDIR,M
WALIDE,M
WALKER,M
WALLACE,M
WALLAK S,M
WALNER,M
WALTER,M
WAMY,F
WAN,F
WANDI,F
WANDY,M
WANIA,F
WAREESHA,F
WARREN,M
WASILUA,M
WASLEY,M
WAYAME,F
WAYAMY,M
WAYIZA,M
WAYNE,M
WAZLEY,M
WEBANY,M
WEIDY,F
WEKENE,M
WELDER,M
WELLINGTON,M
WELLINTON,M
WENDELL,M
WENDIE,F
WENDY,F
WENG,F
WENNI,F
WERONIKA,F
