# source_url: https://irn.justica.gov.pt/Portals/33/Regras%20Nome%20Proprio/Lista%20Nomes%20Pr%C3%B3prios.pdf?ver=WNDmmwiSO3uacofjmNoxEQ%3D%3D
# license: official IRN publication; no explicit open-data license found
# pdf_pages: 88
# parsed_pages_with_names: 88
# parse_coverage_pct: 100.0%
name,gender
DHIYA,F
DHIYANSHI,F
DHRAVYA,M
DHRISHIL,M
DHRITI,F
DHRUMIL,M
DHRUSHIL,M
DHRUV,M
DHRUVI,F
DHRUVIL,M
DHVEN,M
DHVITY,F
DHYAAN,M
DHYAN,M
DHYEY,M
DIAMANTINA,F
DIAMANTINO,M
DIANA,F
DIANE,F
DIANNA,F
DIANY,F
DIARA,F
DIAS,M
DIBO,M
DIDIA,F
DIDIANA,F
DIDIER,M
DIEGGO,M
DIEGO,M
DIEN,M
DIERSON,M
DIEUDONNE,M
DIINIS,M
DIKAFANY,M
DILAN,M
DILARA,F
DILCA,F
DILEISON,M
DILIANA,F
DILJOT,M
DILKER,M
DILLON,M
DILMA,F
DILPREET,M
DILRAAJ,M
DILRAJ,M
DILREET,F
DILSA,F
DIMANA,F
DIMAS,M
DIMITAR,M
DIMITRI,M
DIMITRIOS,M
DIMITRIY,M
DINA,F
DINARTE,M
DINEIA,F
DINIS,M
DINIZ,M
DINNIS,M
DINO,M
DINORA,F
DIOCADUN,F
DIOGENES,M
DIOGO,M
DIOKINE,M
DIOLINDA,F
DION,M
DIONE,F
DIONISIO,M
DIRCEU,M
DIRIANE,F
DIRSHA,F
DISHA,F
DISHAANT,M
DISHAN,M
DISHI,M
DISHTI,F
DIVA,F
DIVANNY,M
DIVIJ,M
DIVIJA,F
DIVYASH,M
DIYA,F
DIYAN,M
DIZA,F
DJAAD,M
DJACQUELINE,F
DJALAYNE,F
DJALVIN,F
DJAMAL,M
DJAMES,M
DJAMILA,F
DJANGO,M
DJANINY,M
DJANIRA,F
DJANYR,M
DJARA,F
DJARIATO,F
DJASSY,M
DJAYMILY,F
DJAYSON,M
DJAZ,M
DJEIDAN,M
DJEISEN,M
DJEISIA,F
DJEISON,M
DJENABO,F
DJENABU,F
DJENIFER,F
DJENILSON,M
DJENY,F
DJENYFER,F
DJENYSON,M
DJERIDANE,M
DJESSY,M
DJESTINY,F
DJEVINY,M
DJEYSON,M
DJEYV,M
DJEZZY,M
DJHONATHAS,M
DJIBRIL,M
DJINILSON,M
DJIRI,M
DJOEL,M
DJOSSANE,M
DJUCU,F
DJUDD,M
DJULIANN,M
DMITRI,M
DMITRII,M
DMITRO,M
DMYTRO,M
DOLORES,F
DOMINGAS,F
DOMINGOS,M
DOMINIC,M
DOMINICA,F
DOMINICK,M
DOMINICO,M
DOMINIK,M
DOMINIKA,F
DOMINIQUE,M
DONATELLA,F
DONOVAN,M
DORA,F
DORALICE,F
DORIAN,M
DORIANA,F
DORIN,M
DORIS,F
DOUAA,F
DOUGLAS,M
DOUNIA,F
DRAGOS,M
DRASHTI,F
DRAV,M
DRICLA,F
DRISH,M
DRISHA,F
DRISHYA,F
DUANA,F
DUANE,M
DUANI,M
DUARTE,M
DUARTH,M
DUCELMA,F
DUGERIO,M
DULCE,F
DULCINEIA,F
DULIO,M
DULLIN,M
DUMITRU,M
DUNA,F
DUNIA,F
DURVAL,M
DWAYNE,M
DWIJ,M
DYANA,F
DYANNA,F
DYANNE,F
DYLAN,M
DYLARA,F
DYLLAN,M
EARINE,F
EARYNE,F
EBENEZER,F
EBNEZER,M
EBRIMA,M
ECATERINA,F
EDAN,M
EDDA,F
EDDER,M
EDDIE,M
EDDY,M
EDELENY,F
EDEN,F
EDER,M
EDERLINDO,M
EDERSON,M
EDGAR,M
EDGARD,M
EDGILSON,M
EDI,M
EDIANA,F
EDILENE,F
EDILSON,M
EDILSSA,F
EDILZY,F
EDIMAR,M
EDINA,F
EDINE,F
EDINEUSA,F
EDIR,M
EDITE,F
EDITH,F
EDIVANIO,M
EDJAILZEN,M
EDLYNNE,F
EDMAR,M
EDMARA,F
EDMAYA,F
EDMILSON,M
EDMUND,M
EDMUNDO,M
EDNA,F
EDNAIZA,F
EDNARA,F
EDNER,M
EDNEY,M
EDNILSON,M
EDOARDO,M
EDOUARD,M
EDRICK,M
EDSANDRO,M
EDSON,M
EDUARD,M
EDUARDA,F
EDUARDO,M
EDUVIK,M
EDVALDO,M
EDWARD,M
EDWIN,M
EDYMAR,M
EDYNILSON,M
EDZANA,F
EFRAIM,M
EGALI,F
EGAS,M
EGIDIO,M
EGON,M
EGOR,M
EIDAN,M
EIDEN,M
EIMAN,F
EISHAL,F
EKAM,M
EKAMDEEP,F
EKAMJIT,M
EKAMJOT,M
EKAMPREET,M
EKATERINA,F
EKLYN,M
EKNOOR,F
EKTORAS,M
ELAINA,F
ELAINE,F
ELAINY,F
ELAISA,F
ELANA,F
ELANY,F
ELAYNA,F
ELAYNE,F
ELBERCIO,M
ELCIO,M
ELCY,F
ELDAR,M
ELDER,M
ELDIMIR,M
ELEA,F
ELEANA,F
ELEANOR,F
ELECTRA,F
ELEINE,F
ELENA,F
ELENI,F
ELENNA,F
ELEONOR,F
ELEONORA,F
ELEONORE,F
ELETTRA,F
ELEUTERIO,M
ELGA,F
ELGAR,M
ELHADJE,M
ELHDJ,M
ELI,M
ELIA,F
ELIAB,M
ELIABE,M
ELIAH,M
ELIAN,M
ELIANA,F
ELIANE,F
ELIANNA,F
ELIANNE,F
ELIANO,M
ELIANY,F
ELIARA,F
ELIAS,M
ELICE,F
ELICIANE,F
ELIDIO,M
ELIEDSON,M
ELIEL,M
ELIELSON,M
ELIETA,F
ELIETE,F
ELIEZANDRO,M
ELIEZER,M
ELIJAH,M
ELIKIA,F
ELIKYA,F
ELIN,F
ELINA,F
ELINE,F
ELINES,F
ELINISE,F
ELINY,F
ELIO,M
ELIOENAI,F
ELIOT,M
ELIS,F
ELISA,F
ELISABETE,F
ELISABETH,F
ELISAMA,F
ELISANDRO,M
ELISANGELA,F
ELISE,F
ELISEI,M
ELISETE,F
ELISEU,M
ELISHKA,F
ELISIA,F
ELISIANE,F
ELISIARIO,M
ELISIO,M
ELISSA,F
ELITEH,M
ELIYAH,M
ELIZA,F
ELIZABET,F
ELIZABETE,F
ELIZABETH,F
ELIZANDRO,M
ELIZANGILA,F
ELIZAVETA,F
ELKANN,M
ELLA,F
ELLANA,F
ELLE,F
ELLEN,F
ELLENA,F
ELLEONOR,F
ELLIA,F
ELLIANE,F
ELLIE,F
ELLIOT,M
ELLIOTT,M
ELLOA,F
ELLY,F
ELLYN,F
ELMA,F
ELMAATI,M
ELMARA,F
ELMER,M
ELMUSA,F
ELNOR,F
ELOA,F
ELOAH,F
ELODIE,F
ELODY,F
ELOI,M
ELOISA,F
ELOISE,F
ELOIZIO,M
ELONA,F
ELORA,F
ELOY,M
ELSA,F
ELSANDRO,M
ELSIANE,F
ELSIO,M
ELSON,M
ELTON,M
ELUANE,F
ELUNEY,M
ELVES,M
ELVIO,M
ELVIRA,F
ELVIS,M
ELVYN,M
ELY,M
ELYA,F
ELYAN,M
ELYANA,F
ELYANE,F
ELYANNA,F
ELYANNE,F
ELYNE,F
ELYNTHIA,F
ELYON,M
ELYSIA,F
ELZIRA,F
EMA,F
EMALY,F
EMANNUELLY,F
EMANUEL,M
EMANUELA,F
EMANUELLA,F
EMANUELLE,F
EMANUELLY,F
EMEKA,M
EMELI,F
EMELIAH,F
EMELIE,F
EMELY,F
EMERSON,M
EMESSI,M
EMI,F
EMIDIO,M
EMIE,F
EMILE,M
EMILIA,F
EMILIAN,M
EMILIANA,F
EMILIANO,M
EMILIE,F
EMILIO,M
EMILLY,F
EMILTON,M
EMILY,F
EMMA,F
EMMANUEL,M
EMMANUELA,F
EMMELY,F
EMMY,F
EMRYS,M
EMY,F
EMYLLE,F
EMYR,M
EMZON,M
EN,F
ENALIA,F
ENDI,M
ENDRICK,M
ENDRICKSON,M
ENDY,M
ENIA,F
ENILSON,M
ENILY,F
ENIO,M
ENIRAIDE,F
ENNZO,M
ENOLA,F
ENOQUE,M
ENORA,F
ENRICO,M
ENRIQUE,M
ENYA,F
ENZEL,F
ENZHO,M
ENZI,M
ENZO,M
ENZU,M
EPANDI,M
ERASMO,M
ERIANA,F
ERIC,M
ERICA,F
ERICK,M
ERICO,M
ERICSON,M
ERIDANA,F
ERIK,M
ERIKA,F
ERIKSON,M
ERILTESON,M
ERIN,F
ERIOLUWA,F
ERIVALDO,M
ERIWANA,F
ERMELINDA,F
ERMY,F
ERNANI,M
ERNEST,M
ERNESTO,M
EROANY,M
EROS,M
ERSILIO,M
ERWAN,M
ERY,M
ERYKA,F
ESANDJO,M
ESAU,M
ESDRAS,M
ESENIA,F
ESHA,F
ESHAAL,F
ESHAL,F
ESITA,F
ESMAEL,M
ESMERALDA,F
ESPERANCA,F
ESPERANZA,F
ESTEBAN,M
ESTEBANE,M
ESTEFANI,F
ESTEFANIA,F
ESTEFANO,M
ESTEFANY,F
ESTEFICA,F
ESTELA,F
ESTELLE,F
ESTEPHANIE,F
ESTER,F
ESTEVAN,M
ESTEVAO,M
ESTHER,F
ESTRELA,F
ESTRELLA,F
ESTRELLE,F
ETELVINO,M
ETHAN,M
ETIANDRO,M
ETIENE,M
ETIENNE,M
ETILSON,M
ETSANA,F
ETSON,M
EUCLIDES,M
EUCLIDI,M
EUCLIDIANA,F
EUDES,M
EUGEN,M
EUGENE,M
EUGENIA,F
EUGENIO,M
EUGER,M
EUKENE,F
EULALIA,F
EUNICE,F
EURICO,M
EURIDCE,F
EUSEBIO,M
EUZEBIO,M
EVA,F
EVALDIR,M
EVALYN,F
EVAN,M
EVANDRA,F
EVANDRO,M
EVANIA,F
EVANILSON,M
EVANN,M
EVANS,M
EVANY,M
EVANYCE,F
EVDOKIA,F
EVELIN,F
EVELINA,F
EVELINE,F
EVELLYN,F
EVELY,F
EVELYN,F
EVELYNE,F
EVGUENI,M
EVICKSON,M
EVILLY,F
EVIQUENE,M
EVOLET,F
EWA,F
EWAN,M
EWERTON,M
EXCEL,F
EXEL,M
EYDAN,M
EYDEN,M
EYLA,F
EYSON,M
EYVA,F
EYZER,M
EZAIRON,M
EZAQUIEL,M
EZEKIEL,M
EZEL,F
EZEQUIEL,M
EZEQUIELA,F
EZESANDRA,F
EZINNE,F
EZLY,F
EZRA,F
FA,M
FAADIL,M
FAAIZA,F
FAATIMA,F
FAATIMAH,F
FABIA,F
FABIAN,M
FABIANA,F
FABIANO,M
FABIAO,M
FABIELLI,F
FABIEN,M
FABIO,F
FABIOLA,F
FABRICE,M
FABRICIA,F
FABRICIO,M
FABRIZIA,F
FABRIZIO,M
FABYENE,F
FADIA,F
FAHAD,M
FAHIM,M
FAHISA,F
FAIRA,F
FAITH,F
FAIZ,M
FAIZA,F
FAIZAN,M
FAJAR,F
FANTA,F
FARAH,F
FAREEDAH,F
FARHA,F
FARRAH,F
FATEH,F
FATIANY,F
FATIHA,F
FATIMA,F
FATIMATOU,F
FATMA,F
FATOU,F
FATOUMATA,F
FATU,F
FATUMATA,F
FAUSTINA,F
FAUSTINO,M
FAUSTO,M
FEDERICO,M
FEDRA,F
FELICIA,F
FELICIANO,M
FELIPE,M
FELISBERTA,F
FELISBERTO,M
FELISMINO,M
FELIX,M
FELIZ,M
FENIL,M
FENIX,F
FERDAN,M
FERIEL,F
FERNANDA,F
FERNANDO,M
FERNAO,M
FIA,F
FIGO,M
FILIO,M
FILIP,M
FILIPA,F
FILIPE,M
FILIPO,M
FILIPP,M
FILIPPA,F
FILIPPO,M
FILOMENA,F
FILOMENO,M
FILZA,F
FINN,M
FIONA,F
FIORELLA,F
FIRDAWS,F
FIRMINO,M
FLAVIA,F
FLAVIO,M
FLOR,F
FLORA,F
FLORBELA,F
FLORENCE,F
FLORENCIA,F
FLORENTINA,F
FLORIANO,M
FLORINDA,F
FLOY,F
FLYNN,M
FODE,M
FORAM,F
FORTUNATO,M
FRANCELINA,F
FRANCESCA,F
FRANCESCO,M
FRANCINE,F
FRANCIS,M
FRANCISA,F
FRANCISCA,F
FRANCISCO,M
FRANCISZEK,M
FRANCOIS,M
FRANCY,M
FRANK,M
FRANKIE,F
FRANKLIM,M
FRANZISKA,F
FRED,M
FREDDIE,M
FREDDY,M
FREDERIC,M
FREDERICA,F
FREDERICK,M
FREDERICO,M
FREDY,M
FREDYSON,M
FRIDA,F
FRIMANN,M
FYLIPA,F
FYNN,M
GABI,F
GABRIEEL,M
GABRIEL,M
GABRIELA,F
GABRIELI,M
GABRIELLA,F
GABRIELLE,F
GABRIELLY,F
GABRIELY,F
GABRYEL,M
GADIEL,M
GAEL,F
GAELE,M
GAELL,M
GAIA,F
GAIO,M
GAITANA,F
GALILEU,M
GALO,M
GAMALIEL,M
GANDO,M
GARA,F
GARETH,M
GARY,M
GASPAR,M
GASPARD,M
GASTAO,M
GAURAV,M
GAVIN,F
GEANINA,F
GEISA,F
GEIZA,F
GELCILINE,F
GELCYARA,F
GELSIA,F
GELSON,M
GEMA,F
GENCIANE,F
GENESIA,F
GENESIS,F
GENEZA,F
GENISES,F
GENRIKH,M
GENTIL,M
GEOFFREY,M
GEORGE,M
GEORGES,M
GEORGETA,F
GEORGI,M
GEORGIA,F
GEORGIAN,M
GEORGIANA,F
GEORGINA,F
GEORGIY,M
GEOVANA,F
GEOVANE,M
GEOVANNA,F
GEOVANNI,M
GEOVANNY,M
GEOVANY,M
GERALDA,F
GERALDO,M
GERARD,M
GERMAN,M
GERNAISA,F
GERONIMO,M
GERSON,M
GERULZA,F
GHABRIEL,M
GHALI,M
GHEORGHE,M
GHEORGHITA,M
GIACOMO,M
GIADA,F
GIAN,M
GIANA,F
GIANI,M
GIANLUCA,M
GIANNA,F
GIANNI,M
GIANNY,F
GIL,M
GILBERTO,M
GILCELIO,M
GILCHRIST,M
GILDA,F
GILMARA,F
GILMARC,M
GILSA,F
GILSON,M
GINA,F
GINO,M
GIORGI,M
GIOVANA,F
GIOVANI,M
GIOVANNA,F
GIOVANNI,M
GIOVANNY,M
GIOVANY,M
GIRISHA,F
GISELA,F
GISELE,F
GISELLE,F
GISLANE,F
GISLENE,F
GIULIA,F
GIULIANA,F
GIUSEPPE,M
GLAUCIA,F
GLAUCIO,M
GLAUCIVANIA,F
GLAUCO,M
GLEB,M
GLENDA,F
GLENN,M
GLORIA,F
GOA,M
GODFREY,M
GONCALO,M
GONZAGA,M
GONZALO,M
GORETI,F
GRABRIELA,F
GRACA,F
GRACE,F
GRACIANA,F
GRACIANI,F
GRACIELA,F
GRACIETE,F
GRACINDA,F
GRAHAM,M
GRAZIELLY,F
GREER,F
GREG,M
GREICE,F
GREICEKELLY,F
GRIFFIN,M
GRIGORII,M
GROVER,M
GUADALUPE,F
GUALTER,M
GUDUSUAINA,F
GUI,M
GUIDO,M
GUILHERME,M
GUILHERMINA,F
GUILLAUME,M
GUILLER,M
GUILLERMO,M
GUIOMAR,F
GULMIRA,F
GURAMRIT,M
GURASH,F
GURFATEH,M
GURJAP,M
GURJOT,M
GURLEEN,F
GURMAN,M
GURMEHEK,F
GURNAJBIR,F
GURNAK,M
GURNIWAZ,M
GURNOOR,M
GURSAANJH,M
GURSAHIB,M
GURSEERAT,F
GURSHAAN,M
GURSHARAN,M
GURSHER,M
GURSIMRAN,M
GURSIRAT,F
GURVANSHDEEP,M
GURWINDER,M
GUSTAF,M
GUSTAV,M
GUSTAVO,M
GUSTTAVO,M
GUTO,M
GUY,M
GYAN,M
GYSELLE,F
HAADIYA,F
HAAMED,M
HABACUQUE,M
HABIGAIL,F
HADASSA,F
HADASSAH,F
HADIYAH,F
HADIYATOU,F
HADJA,F
HAFEZ,M
HAFSA,F
HAGEN,M
HAIDEN,M
HAIDER,M
HAILE,M
HAILIE,F
HAILTON,M
HAIZEA,F
HAJA,F
HAJAR,F
HAKEEM,M
HALA,F
HALANA,F
HALIA,F
HALINY,F
HALLYSSA,F
HALYANE,F
HAMDA,F
HAMIDOU,M
HAMILTON,M
HAMZA,M
HAMZAH,M
HANA,F
HANAYARA,F
HANDREIA,F
HANG,F
HANI,M
HANIA,F
HANIEL,M
HANIELA,F
HANISH,M
HANIYA,F
HANIYAH,F
HANNA,F
HANNAH,F
HANSEL,M
HANSIKA,F
HANZA,M
HAO,M
HAOJIE,M
HAPEL,F
HARBIN,F
HAREEM,F
HARGUN,F
HARGUNJIT,M
HARI,M
HARJOT,F
HARKIRAT,F
HARLEEN,F
HARLEY,M
HARNEET,F
HARNOOR,F
HAROLD,M
HARON,M
HAROUN,M
HARPER,F
HARPREET,M
HARPRITAM,F
HARRY,M
HARSEERAT,F
HARSH,M
HARSHIL,M
HARSHIT,F
HARSIDDHI,F
HARSIKA,F
HARVI,F
HASAN,M
HASANA,F
HASHIR,M
HASMARA,F
HASMIT,M
HASNAIN,M
HASSAN,M
HASSANATOU,F
HASSATOU,F
HATIM,M
HAU,M
HAVYA,F
HAWA,F
HAWWA,F
HAYA,F
HAYAA,F
HAYAT,F
HAYDEN,M
HAYDN,M
HAYLA,F
HAYLEY,F
HAZAEL,M
HAZEL,F
HAZIEL,M
HAZIELA,F
HEAVEN,M
HEBE,F
HEBER,M
HEBRAIM,M
HECTOR,M
HEDVIGES,F
HEER,F
HEI,F
HEIDEN,M
HEIDI,F
HEIDY,F
HEIDYNAZIA,F
HEITAN,M
HEITOR,M
HELAINE,F
HELAO,M
HELAYNE,F
HELBER,M
HELBERT,M
HELCIA,F
HELCIANY,F
HELDA,F
HELDER,M
HELEN,F
HELENA,F
HELENE,F
HELGA,F
HELI,M
HELIA,F
HELIAMAR,F
HELIAN,M
HELIANA,F
HELIDA,F
HELIO,M
HELIONE,M
HELLEN,F
HELLENA,F
HELLIEVA,F
HELLOISA,F
HELMER,M
HELMO,M
HELMYR,M
HELOISA,F
HELTON,M
HELTRICIO,M
HELUISA,F
HELYARA,F
HEMERY,M
HEMIL,M
HEMILTON,M
HENDERSON,M
HENDRA,F
HENDRICK,M
HENDRIK,M
HENDRIX,M
HENEDINA,F
HENI,F
HENIL,M
HENRIETTE,F
HENRIK,M
HENRIQUE,M
HENRIQUETA,F
HENRY,M
HENRYK,M
HENZO,M
HERCIO,M
HERCULANO,M
HERCULES,M
HERICKSON,M
HERITIER,M
HERLANDER,M
HERMAN,M
HERMANO,M
HERMENEGILDO,M
HERMES,M
HERMINIO,M
HERMUS,M
HERNANI,M
HERNANY,M
HERVE,M
HESTER,F
HESTIN,M
HET,M
HETIKA,F
HETVANSI,F
HETWIK,M
HEYDEN,M
HIANIQUE,M
HIBA,F
HIBAH,F
HIBBA,F
HIDIO,M
HIGOR,M
HIJAB,F
HIKARU,M
HILARIA,F
HILARIO,M
HILDA,F
HILLIAM,M
HILSON,M
HINAL,F
HINALI,F
HINATA,F
HIRAL,F
HIRANSHI,F
HIRANYA,F
HIROSHI,M
HITAKSHI,F
HITARTH,M
HITISHA,F
HIYA,F
HOI,F
HOLI,F
HOLLY,F
HON,M
HONEY,F
HOOMAN,M
HOORAIN,F
HOPE,F
HORACIO,M
HORTENSIA,F
HORUS,M
HOSANNA,F
HOSSANA,F
HOU,M
HOUSSAINATOU,F
HRIDAAN,M
HRIDAY,M
HRIDHAAN,M
HRISTIYIN,M
HUBERT,M
HUDA,F
HUGO,M
HULEMATU,F
HUMAIRA,F
HUMBERTO,M
HUNAINA,F
HUNERPREET,F
HUNNY,M
HUNTER,M
HUSAM,M
HUSSAIN,M
HUSSAYN,M
HUSSNAIN,M
HYADI,M
HYNDIA,F
HYRINA,F
IACOB,M
IAG,M
IAGO,M
IAIA,M
IAMARA,F
IAN,F
IANA,F
IANES,M
IANIS,M
IANNA,F
IANNY,F
IANYS,M
IAO,F
IARA,F
IARAH,F
IARASLAVA,F
IAROMIR,M
IASMIN,F
IASMINA,F
IAT,F
IBAADALI,M
IBADAT,F
IBENEKWUME,M
IBRAHEEM,M
IBRAHIM,M
IBRAHIMA,M
IBRAIMA,M
IBRAIN,M
ICARO,M
IDAIRA,F
IDALETE,F
IDALIA,F
IDALINA,F
IDALINE,F
IDERSON,M
IDIANE,F
IDIATOU,F
IDIJEZI,M
IDJATU,F
IDRISS,M
IDRISSA,M
IEGO,M
IEK,M
IFEOMA,F
IFESINACHI,M
IGNACIO,M
IGNAZ,M
IGOR,M
IGORY,M
IKARO,M
IKER,M
ILAI,M
ILAN,M
ILANA,F
ILARA,F
ILARIO,M
ILDA,F
ILDEBRANDO,M
ILDFREED,M
ILDO,M
ILEANA,F
ILEKTRA,F
ILHAAM,F
ILIA,M
ILIAN,M
ILIANA,F
ILIANE,F
ILIAS,M
ILIDIO,M
ILIE,M
ILINCA,F
ILITHYIA,F
ILIZANY,F
ILKA,F
ILLIA,M
ILLYANA,F
ILONA,F
ILSA,F
ILYAN,M
ILYANA,F
ILYAS,M
ILYES,M
IMA,F
IMAAN,F
IMANI,M
IMARA,F
IMRAN,M
INA,F
INAARA,F
INAAYA,F
INACIO,M
INAI,F
INAIA,F
INAJE,F
INARA,F
INASS,F
INAYA,F
INDIA,F
INDIRA,F
INDYA,F
INES,F
INFANTE,M
INGA,F
INGRID,F
INGRIDE,F
INIA,F
INNA,F
INO,M
INOCENCIO,M
IO,M
IOAN,M
IOANA,F
IOANE,M
IOANN,M
IOANNA,F
IOANNIS,M
IOI,M
IOK,F
IOLANDA,F
ION,M
IONARA,F
IONELA,F
IONUT,M
IOSHUA,M
IQRA,F
IQYAN,M
IRACEMA,F
IRADA,F
IRAE,F
IRAN,M
IRENE,F
IRHA,F
IRIA,F
IRIANA,F
IRINA,F
IRINEU,M
IRIS,F
IRISTIAN,M
IRLEY,F
IRYNA,F
ISA,F
ISAAC,M
ISAAK,M
ISABEL,F
ISABELA,F
ISABELE,F
ISABELINA,F
ISABELLA,F
ISABELLE,F
ISABELLI,F
ISABELLY,F
ISABELY,F
ISAC,M
ISACK,M
ISADORA,F
ISAEL,M
ISAI,M
ISAIAS,M
ISAK,M
ISAMARA,F
ISANDRO,M
ISANY,M
ISAQUE,M
ISATOU,F
ISAURA,F
ISHAAN,M
ISHAK,M
ISHAN,M
ISHANI,F
ISHAQ,M
ISHIKA,F
ISHTMEET,F
ISIDRO,M
ISILDA,F
ISIS,F
ISLA,F
ISMAEL,M
ISMAELA,F
ISMAIL,M
ISMALIA,F
ISMAR,M
ISMARA,F
ISMERIA,F
ISOKE,F
ISRA,F
ISRAA,F
ISRAAR,M
ISRAEL,M
ISSA,M
ISSOUMAHILLA,M
ITAMARA,F
ITER,M
ITIANE,F
ITIEL,M
ITZAYANA,F
ITZEL,F
IULIAN,M
IUNUSSA,M
IURI,M
IVA,F
IVAAN,M
IVALDIRA,F
IVAN,M
IVANA,F
IVANDRA,F
IVANDRO,M
IVANE,M
IVANIA,F
IVANILDO,M
IVANILSON,M
IVANISE,F
IVANKA,F
IVANN,M
IVANNA,F
IVANNE,F
IVEN,M
IVERSON,M
IVETE,F
IVIE,F
IVO,M
IVONE,F
IVORY,F
IVY,F
IYAD,M
IYARI,M
IZABEL,F
IZABELA,F
IZABELLA,F
IZADORA,F
IZAINE,F
IZAK,M
IZIDORA,F
JABIR,M
JACE,M
JACIARA,F
JACINTA,F
JACINTO,M
JACIRA,F
JACK,M
JACKILSON,M
JACKLINE,F
JACKSON,M
JACO,M
JACOB,M
JACQUELINE,F
JACQUES,M
JACYARA,F
JACYMIILLY,F
JAD,M
JADA,F
JADDY,F
JADE,F
JADEN,M
JADIEL,M
JADIR,M
JADY,F
JAEL,F
JAELSON,M
JAHMESON,M
JAI,M
JAIANE,F
JAIDEE,F
JAIDEN,M
JAILMA,F
JAILSA,F
JAILSON,M
JAIME,M
JAINE,F
JAINIL,M
JAINISHA,F
JAIR,M
JAIRAJ,M
JAIRO,M
JAIRSON,M
JAKE,M
JAKSON,M
JALICA,F
JALNY,F
JAMAL,M
JAMES,M
JAMIE,M
JAMIL,M
JAMILLY,F
JAMILY,F
JAMIM,M
JAMIRO,M
JAN,M
JANA,F
JANAI,M
JANAINA,F
JANAJANE,F
JANDEM,M
JANDIRA,F
JANDRIA,F
JANE,F
JANEJANA,F
JANELLE,F
JANETE,F
JANI,F
JANICE,F
JANILSON,M
JANILZA,F
JANINA,F
JANINE,F
JANIRA,F
JANIRCIA,F
JANISIS,F
JANNA,F
JANNAH,F
JANNAT,F
JANNATPREET,F
JANNATUL,F
JANNE,F
JANUARIO,M
JANUS,M
JAPJEET,M
JAPJOT,F
JAPLEEN,F
JAPNOOR,M
JAPTEJ,M
JAQUE,M
JAQUELINE,F
JAQUI,F
JARCIA,F
JARDEL,M
JAREDE,M
JARIR,M
JAROD,M
JASDEEP,M
JASHANDEEP,F
JASIRA,F
JASKARN,M
JASKIRAT,F
JASLEEN,F
JASLYN,F
JASMEEN,F
JASMEET,F
JASMIM,F
JASMIN,F
JASMINA,F
JASMINE,F
JASNOOR,F
JASNUR,M
JASON,M
JASPINDER,M
JASRAJ,M
JASSIRA,F
JASSJOT,M
JAUME,M
JAVIER,M
JAVOKHIR,M
JAWAD,M
JAXON,M
JAY,M
JAYA,F
JAYARA,F
JAYCEE,F
JAYDE,F
JAYDEN,M
JAYDIN,F
JAYENE,M
JAYLEE,F
JAYLSON,M
JAYNIK,M
JAYR,M
JAYSON,M
JAYSSAN,M
JAZMIN,F
JAZZ,M
JAZZMINE,F
JEAN,M
JEANA,F
JEANETE,F
JEANINE,F
JEANNE,F
JEANY,F
JECKLINY,F
JEDD,M
JEET,M
JEFERSON,M
JEFFERSON,M
JEFFREY,M
JEFTER,M
JEIDY,F
JEISIANE,F
JEISON,M
JEKSSIMIL,M
JELANY,M
JELSON,M
JEMIMA,F
JEMY,M
JENI,F
JENIFER,F
JENIFFER,F
JENIL,M
JENNIFER,F
JENNY,F
JENNYFER,F
JENY,F
JEOVANE,M
JEOVANIA,F
JERCILEY,M
JEREMIAS,M
JEREMIE,M
JEREMY,M
JERONIMA,F
JERONIMO,M
JERSON,M
JERUSA,F
JERYKSON,M
JESSANA,F
JESSE,M
JESSIANE,F
JESSICA,F
JESSIE,F
JESSIMAR,M
JESSY,F
JESSYCA,F
JESTER,M
JESUALDO,M
JESUS,M
JEVAN,M
JEWEL,F
JEWILSON,M
JEYDAN,M
JEYSON,M
JEYSSE,F
JEZABEL,F
JHEIDANE,M
JHENNIFER,F
JHONATANN,M
JHONATHAN,M
JHULLI,F
JI,M
JIA,F
JIALIN,M
JIAMING,M
JIANY,M
JIGISHA,F
JIHANE,F
JIL,F
JILSIANY,F
JIMMY,M
JINAL,F
JINDVEER,M
JING,F
JINKEL,M
JIVREET,M
JIYA,F
JIYAAN,M
JO,M
JOABE,M
JOACHIM,M
JOADMILA,F
JOALETE,F
JOAN,M
JOANA,F
JOANINHA,F
JOANNA,F
JOAO,M
JOAQUIM,F
JOAQUIN,M
JOAQUINA,F
JOAS,M
JOAZ,M
JOCEANE,F
JOCELINE,F
JOCELYN,F
JOCYANA,F
JOCYARA,F
JODELSIA,F
JOE,M
JOEL,M
JOELLY,F
JOELMA,F
JOELSON,M
JOFRE,M
JOHAINA,F
JOHAN,M
JOHANDRY,M
JOHANNA,F
JOHEN,M
JOHN,M
JOHNNY,M
JOHNSON,M
JOHNSTON,M
JOHNY,M
JOI,F
JOICE,F
JOICIMARA,F
JOICY,F
JOIO,M
JOLAN,M
JOLIAM,M
JON,M
JONAH,M
JONAN,M
JONAS,M
JONATA,M
JONATAO,M
JONATAS,M
JONATHA,M
JONATHAN,M
JONATHANE,M
JONATHAS,M
JONHAS,M
JONI,M
JONNY,M
JONYFER,F
JOQUEBEDE,F
JORAIDE,F
JORCEL,M
JORDAN,M
JORDANA,F
JORDANNA,F
JORDANO,M
JORDI,M
JORGE,M
JORGERICHIE,M
JOSANA,F
JOSE,F
JOSEANDRA,F
