# source_url: https://query.wikidata.org/sparql
# license: CC0
# country_qid: Q155
# note: WDQS label corpus; given/family fields blank when property joins time out
qid,label,given_name,family_name,country,country_class
Q103187,Clemente Geiger,,,br,br
Q105404,Emil Odebrecht,,,br,br
Q105427,Thomas Georg Driendl,,,br,br
Q109428,Diego Ribas da Cunha,,,br,br
Q45374,João Barbosa Rodrigues,,,br,br
Q46741,Leonardo Araújo,,,br,br
Q47314,Jorginho Putinatti,,,br,br
Q194851,Everton Ramos da Silva,,,br,br
Q194870,Renato Piau de Sa,,,br,br
Q194997,Izabella Teixeira,,,br,br
Q195426,Evair Aparecido Paulino,,,br,br
Q82328,Aldemir Bendine,,,br,br
Q82461,Leandro Barrios Rita dos Martires,,,br,br
Q82652,Felipe Massa,,,br,br
Q255444,Fernando Iório Rodrigues,,,br,br
Q255714,Ana Hickmann,,,br,br
Q255691,João Victor Horto,,,br,br
Q256993,Bruno Octávio,,,br,br
Q47323,Edoson Silva Martins,,,br,br
Q47360,Aldrovani Menon,,,br,br
Q47364,Paulo Rodrigues Barc,,,br,br
Q252695,Ânderson Miguel da Silva,,,br,br
Q252702,Ângela Figueiredo,,,br,br
Q252706,Ângelo Domingos Salvador,,,br,br
Q43834,Clementina de Jesus,,,br,br
Q43947,Fernanda Abreu,,,br,br
Q118425,Carl Euler,,,br,br
Q117132,Norton Nascimento,,,br,br
Q117655,Igor de Camargo,,,br,br
Q115643,Emil Goeldi,,,br,br
Q116188,Nathalia Timberg,,,br,br
Q116560,Carlos Gilberto Nascimento Silva,,,br,br
Q47757,Edson Rodrigues,,,br,br
Q47660,Francisco Ernandi Lima da Silva,,,br,br
Q47756,Everton Nogueira,,,br,br
Q111439,Richard Katz,,,br,br
Q111507,Amazonino Mendes,,,br,br
Q171427,Roberto Moreno,,,br,br
Q171429,Luciano Burti,,,br,br
Q172961,Enrique Bernoldi,,,br,br
Q172995,Cristiano da Matta,,,br,br
Q172999,Pedro Diniz,,,br,br
Q172893,Alex Ribeiro,,,br,br
Q172954,Christian Fittipaldi,,,br,br
Q172849,Emerson Fittipaldo,,,br,br
Q197556,Carlos Alberto Dias,,,br,br
Q197561,José Jadílson dos Santos Silva,,,br,br
Q197553,Sérgio Manoel,,,br,br
Q195741,Leopoldo Penna Franca,,,br,br
Q196897,Zetti,,,br,br
Q47760,Edu Marangon,,,br,br
Q47766,Elivélton Alves Rufino,,,br,br
Q172838,Nelson Piquet Jr.,,,br,br
Q195729,Aron Simis,,,br,br
Q251534,Carmo João Rhoden,,,br,br
Q251782,Lucia Hippolito,,,br,br
Q252115,Paulo R. Holvorcem,,,br,br
Q252590,Átila Iório,,,br,br
Q252591,Olívio Dutra,,,br,br
Q197569,Adriano Gerlin da Silva,,,br,br
Q197572,Hugo Henrique Assis do Nascimento,,,br,br
Q197574,Robert da Silva Almeida,,,br,br
Q172720,Daniel Alves,,,br,br
Q172337,Gino Bianco,,,br,br
Q47489,Djalminha,,,br,br
Q47366,Oleúde José Ribeiro,,,br,br
Q194066,Eric Fernando Botteghin,,,br,br
Q194439,Marcos Senna,,,br,br
Q193706,David Luiz,,,br,br
Q55963,František Lorenz,,,br,br
Q57148,Cacau,,,br,br
Q126903,Lucas Piazón,,,br,br
Q127523,Ricardo Cavalcante Mendes,,,br,br
Q128276,Antônio Benedito da Silva,,,br,br
Q197563,Euller Elias de Carvalho,,,br,br
Q197565,Roger Machado,,,br,br
Q252711,Ânderson Polga,,,br,br
Q252937,Marion Strecker,,,br,br
Q253175,Leonardo dos Santos Silva,,,br,br
Q254654,Princess Leopoldina of Brazil,,,br,br
Q260893,Nélida Piñon,,,br,br
Q261000,Carvalho Leite,,,br,br
Q112003,Carlos Galhardo,,,br,br
Q114125,Rogério Gaúcho,,,br,br
Q114706,Lygia Bojunga Nunes,,,br,br
Q180721,Leandro Euzébio,,,br,br
Q197719,Gilsinho,,,br,br
Q197729,Marques Batista de Abreu,,,br,br
Q121655,Carmen Miranda,,,br,br
Q122145,Bê Ignacio,,,br,br
Q122286,Jorge Paulo Lemann,,,br,br
Q178649,Romário,,,br,br
Q48673,Valdomiro Koubetch,,,br,br
Q48955,Luís Vinício,,,br,br
Q51960,Marisa Monte,,,br,br
Q58441,Robinho,,,br,br
Q58335,Leandro Barbosa,,,br,br
Q262826,Hilderaldo Bellini,,,br,br
Q262892,Dani Lins,,,br,br
Q262883,Thaísa Menezes,,,br,br
Q198962,Sandy,,,br,br
Q199613,Abilio Diniz,,,br,br
Q199617,Abreu Sodré,,,br,br
Q176228,Bruno Souza,,,br,br
Q177686,Maicon,,,br,br
Q175394,Jeremias Antônio de Jesus,,,br,br
Q176043,Octávio Moraes,,,br,br
Q176628,Lucimar de Moura,,,br,br
Q179069,Artur Moraes,,,br,br
Q180164,Alan Carvalho,,,br,br
Q197586,Fábio Alves Félix,,,br,br
Q197584,Henrique Pacheco Lima,,,br,br
Q126278,Orlando Drummond,,,br,br
Q126282,Otto Ernst Meyer,,,br,br
Q126447,André Moritz,,,br,br
Q126496,Cristina do Rego,,,br,br
Q58762,Dedê,,,br,br
Q58787,José Song Sui-Wan,,,br,br
Q261027,Eliane Elias,,,br,br
Q261067,Igor Figueiredo,,,br,br
Q261227,Guy Ecker,,,br,br
Q125063,Paulo Silas,,,br,br
Q126014,Giacomo Facchini,,,br,br
Q647969,José Maria Pereira,,,br,br
Q648436,Bruno Andrade,,,br,br
Q648626,Antônio Mattar Neto,,,br,br
Q648796,José Nicomedes Grossi,,,br,br
Q649420,Maicosuel,,,br,br
Q128294,Will Robson Emilio Andrade,,,br,br
Q197603,Rodrigo Lacerda Ramos,,,br,br
Q197671,Jader Volnei Spindler,,,br,br
Q197583,Alessandro Cambalhota,,,br,br
