# source_url: https://query.wikidata.org/sparql
# license: CC0
# country_qid: Q1039
# note: WDQS label corpus; given/family fields blank when property joins time out
qid,label,given_name,family_name,country,country_class
Q18720169,Gustave Clément Nyoumba,,,st,palop_other
Q19865142,Odair Baia,,,st,palop_other
Q19867806,Sortelina Pires,,,st,palop_other
Q20195155,Arlindo Pinheiro,,,st,palop_other
Q21284590,William Cassandra Rosamonte Barbosa,,,st,palop_other
Q454046,Maria das Neves,,,st,palop_other
Q447911,Carlos Tiny,,,st,palop_other
Q457401,Alda da Graça,,,st,palop_other
Q26702623,Hélder Barros,,,st,palop_other
Q26791754,Justino Veiga,,,st,palop_other
Q27062864,Delfim Neves,,,st,palop_other
Q27104744,Ângela Viegas Santiago,,,st,palop_other
Q27757508,Mariano Lima,,,st,palop_other
Q27757995,Famulby Sousa Baia,,,st,palop_other
Q27757937,Joazhifel Soares,,,st,palop_other
Q27982047,Carlos Vila Nova,,,st,palop_other
Q27982045,Idalécio John,,,st,palop_other
Q21290381,Olinda Beja,,,st,palop_other
Q24852517,Faduley,,,st,palop_other
Q24852871,Charles Monteiro,,,st,palop_other
Q25231233,Jucélio,,,st,palop_other
Q25915748,Leonildo Soares,,,st,palop_other
Q26132166,Adimar Neves,,,st,palop_other
Q26133002,Nuno Xavier Daniel Dias,,,st,palop_other
Q26133105,Guilherme do Sacramento Neto,,,st,palop_other
Q26422221,Romário Leitão,,,st,palop_other
Q26472800,Buly Da Conceicao Triste,,,st,palop_other
Q27986348,Fernando Pereira,,,st,palop_other
Q27982049,Orlando Pontes,,,st,palop_other
Q1442055,Francisco Tenreiro,,,st,palop_other
Q1563807,Norberto Costa Alegre,,,st,palop_other
Q2116738,Alcino Silva,,,st,palop_other
Q1847892,João Paulo Cassandra,,,st,palop_other
Q1896459,Maria do Nascimento da Graça Amorim,,,st,palop_other
Q2048741,Zeferino dos Prazeres,,,st,palop_other
Q2253728,José Cassandra,,,st,palop_other
Q106252080,Eba Viegas,,,st,palop_other
Q106292187,Maria de Jesus Trovoada,,,st,palop_other
Q106393665,Ricardo Gué Rosa Cardoso,,,st,palop_other
Q106548351,Wuando Borges Castro de Andrade,,,st,palop_other
Q106904935,Jorge Amado,,,st,palop_other
Q107415590,Agate de Sousa,,,st,palop_other
Q107633027,D'Jamila Tavares,,,st,palop_other
Q111747483,Roselyn Silva,,,st,palop_other
Q111801759,Aurelio do Espírito Santo,,,st,palop_other
Q114667725,Elísio D'Alva Teixeira,,,st,palop_other
Q114667728,Ivete Santos Lima Correia,,,st,palop_other
Q2286448,Jair Nunes,,,st,palop_other
Q2312539,Lasset dos Santos,,,st,palop_other
Q2365590,Manuela Margarido,,,st,palop_other
Q2572801,Christopher Lima da Costa,,,st,palop_other
Q2803286,Fumilay Fonseca,,,st,palop_other
Q2935144,Camilo Domingos,,,st,palop_other
Q2939360,Carlos Gustavo dos Anjos,,,st,palop_other
Q2950595,Ludgério Silva,,,st,palop_other
Q3160593,Jairson,,,st,palop_other
Q459822,Patrice Trovoada,,,st,palop_other
Q461373,Sara Pinto Coelho,,,st,palop_other
Q463169,Ronaldinho Gomes,,,st,palop_other
Q504522,Miguel Trovoada,,,st,palop_other
Q114667731,Roberto Raposo,,,st,palop_other
Q114668028,Filomena Monteiro,,,st,palop_other
Q114668031,Maria da Graça Lavres,,,st,palop_other
Q114961055,Sátiro R. da Costa,,,st,palop_other
Q115136366,Celmira Sacramento,,,st,palop_other
Q115277385,Adelino Rosa Cardoso,,,st,palop_other
Q115277405,Alberto Neto Pereira,,,st,palop_other
Q115277379,Celsio Junqueira,,,st,palop_other
Q115277369,Gareth Santo Guadalupe,,,st,palop_other
